-0.938501,0.091626,0.177539,7.236641,1.241985,-1.919084,0.938519,0.092030,0.177894,8.850793,1.565881,2.006954
-0.948193,0.119409,0.153418,2.766412,2.554198,-5.610687,0.951125,0.134820,0.156426,12.347640,3.698471,6.488856
-0.864526,0.124268,0.151221,-0.452672,9.722901,6.106107,0.869787,0.133979,0.167458,22.030846,18.396632,20.362507
-0.832446,0.028125,0.123315,31.132824,-22.141985,2.351145,0.844030,0.157933,0.146720,36.183825,29.464947,14.627029
-0.503546,0.064227,0.024432,3.794656,20.327481,-10.898473,0.718177,0.095156,0.041505,6.969586,32.344194,15.707703
-1.353589,0.146899,-0.082764,-4.500763,-23.683969,35.251908,1.359650,0.162877,0.129216,23.322866,55.737154,41.438554
-0.753149,0.167529,0.003833,-23.038931,16.153435,1.926718,0.773279,0.177478,0.126899,31.349814,42.566116,21.776557
-0.927002,0.226050,0.080542,-45.042748,10.545802,-17.796183,0.953741,0.386417,0.247152,65.518875,38.702885,21.960439
-0.786011,0.097485,0.163159,-0.338931,7.473282,-14.095420,0.788700,0.146938,0.178090,48.705549,19.434384,16.935031
-0.818774,0.236035,0.172607,3.974809,-1.570992,4.457252,0.846462,0.457089,0.243631,45.265291,17.571027,16.982799
-1.010669,0.131323,0.028979,13.021374,20.185496,-16.441985,1.025792,0.157673,0.111916,18.483318,28.711346,17.552946
-1.351343,0.080273,-0.053003,-2.648855,-22.432824,26.813740,1.357080,0.097710,0.072188,14.304326,42.340352,37.488243
-0.770483,0.135596,0.051440,-30.499237,23.086260,13.806107,0.793800,0.164552,0.123515,34.094411,42.645336,29.064449
-0.882349,0.239624,0.015991,-27.352672,8.376336,-14.412214,0.917328,0.435852,0.262949,58.545600,23.759092,18.359637
-0.785498,0.090674,0.119751,-1.614504,-4.897710,-25.270992,0.791729,0.142478,0.123357,18.299311,15.023543,26.178152
-0.916089,0.175073,0.271021,11.890840,-1.899237,10.745038,0.948763,0.449899,0.370973,55.703881,23.965785,40.370136
