-0.935229,0.239868,-0.059351,-7.383969,1.377863,-0.654198,0.935311,0.242736,0.063188,8.471776,2.164373,2.363814,1
-0.933765,0.251587,-0.028027,-8.721374,-2.728244,-1.640458,0.934791,0.263213,0.045806,12.537465,7.030954,9.744515,1
-0.913721,0.150952,-0.009229,-12.154198,-9.821374,12.774046,0.914588,0.165325,0.022398,17.188892,11.451969,15.405787,1
-1.011865,0.266602,0.177075,-61.490076,-3.816031,38.935115,1.048502,0.363158,0.218261,69.392889,14.061388,44.440985,1
-0.83689,0.42915,0.131128,-2.140458,28.554198,-12.19771,1.114315,0.525674,0.422461,28.173937,60.778834,45.768257,1
-1.003516,0.384155,0.245605,-15.487023,2.058779,-12.167176,1.379047,0.483557,0.277601,39.04621,61.625985,28.133747,1
-0.826855,0.36228,0.11897,6.682443,-12.256489,-13.051145,1.224434,0.467552,0.403284,39.420733,67.419893,45.529825,1
-0.730957,0.385229,0.124341,6.933588,19.30687,3.30687,1.163293,0.518498,0.299868,46.697204,54.299071,27.086356,1
-0.712451,0.246973,0.062939,-3.645038,-2.184733,-9.248092,1.155135,0.296119,0.354412,41.411866,50.314117,46.817706,1
-0.704712,0.337378,0.137842,14.330534,8.270992,-9.847328,1.198035,0.482992,0.286588,33.971419,66.645441,31.869684,1
-0.899463,0.513129,0.154681,-23.30687,-6.732824,9.579389,1.244926,0.769432,0.709843,53.468015,81.384244,43.59036,1
-0.978101,0.327271,0.040649,22.177863,2.584733,5.480916,1.373596,0.457336,0.446903,39.107989,42.484237,60.177737,1
-0.912256,0.180542,0.186621,-20.448092,4.871756,-3.948855,1.298111,0.338278,0.269898,51.024984,82.839175,28.049421,1
-0.836719,0.353979,0.168994,-13.748855,-5.542748,-8.777099,1.188036,0.605052,0.575969,46.569759,65.663949,48.867024,1
-0.731982,0.250757,0.13833,-0.974046,21.719084,-4.970992,1.14506,0.474775,0.299969,71.232778,99.383854,30.055104,1
-0.736865,0.203589,0.002783,1.796947,-3.658015,-6.238168,1.149759,0.275034,0.347572,62.626391,50.633158,88.884557,1
