-0.957275,0.057837,0.001196,-2.168702,-0.618321,-0.367176,0.957296,0.059017,0.005548,3.012586,0.931097,0.988056
-0.969482,0.077222,-0.006763,-1.451908,2.259542,3.348092,0.969578,0.090233,0.031015,7.022328,3.842850,4.447918
-0.929224,-0.022900,-0.058643,-34.212214,-9.419084,17.007634,0.936302,0.075899,0.105748,35.772580,19.701273,23.990400
-1.019482,0.152905,0.181714,-36.673282,-10.906870,26.959542,1.033950,0.247114,0.240935,57.723544,34.427207,33.436414
-0.894263,0.243506,-0.108862,8.682443,31.456489,-6.254962,1.178021,0.279612,0.253785,39.840342,53.837018,44.385483
-0.987280,0.219995,0.159570,-17.138931,-3.300000,-11.619847,1.348876,0.464726,0.235685,33.416836,57.072239,24.854070
-0.903931,0.355103,0.117822,11.964885,-17.476336,-0.012214,1.170038,0.572520,0.626601,55.650286,70.955686,56.354252
-0.790723,0.315479,0.140625,-12.409924,25.992366,8.335115,1.227412,0.507982,0.298372,42.239889,61.054491,35.513942
-0.865405,0.386639,0.164301,-6.639695,-22.170229,-6.638168,1.177778,0.699519,0.705909,58.291484,71.909550,61.233565
-0.587964,0.347729,0.141333,-12.693893,19.917557,-11.906870,1.014305,0.650301,0.309069,66.542978,68.915261,48.841926
-0.456335,0.162439,0.116394,-15.811450,33.501527,16.868702,0.842450,0.346875,0.412679,61.333750,75.232387,45.357052
-0.861792,0.255518,0.009424,25.364122,21.780916,15.025191,1.213549,0.507043,0.304320,59.564018,72.405732,75.654989
-0.921362,0.288470,0.136768,-21.854962,-12.672519,-29.804580,1.279225,0.649795,0.512400,50.603099,85.514906,40.057884
-0.829102,0.096729,-0.120190,-1.869466,-0.862595,5.908397,1.149865,0.163480,0.371720,44.919971,74.517196,66.312254
-0.774756,0.147021,0.049048,-12.888550,20.741221,15.445038,1.163605,0.440633,0.220726,43.257989,52.632730,35.262421
-0.856616,0.366498,0.255048,2.279389,-23.015267,-6.407634,1.171858,0.688565,0.717070,77.460473,80.019821,68.503644
-0.541040,0.222754,0.179004,-12.038931,12.355725,-15.512214,1.059714,0.540146,0.344553,49.008243,74.092887,47.283061
-0.658698,0.127533,-0.071027,-0.432061,15.310687,2.771756,1.066801,0.366154,0.401915,44.340646,67.897583,52.199466
-0.878125,0.046680,-0.037085,9.883206,16.641221,10.820611,1.222129,0.366022,0.412517,30.414847,72.047786,65.982811
-0.702991,0.089465,0.103235,-16.194656,10.526718,-0.335115,1.157808,0.479423,0.203794,47.994162,69.814437,41.918063
-0.455994,0.100305,-0.113953,25.177099,8.484733,-0.455725,0.824094,0.298461,0.397139,49.122307,52.931906,70.350696
-0.606519,0.138672,0.104810,-20.242748,7.479389,-5.292366,1.108456,0.468297,0.248319,52.965015,75.071049,54.401892
-0.534021,0.331866,0.237506,11.479389,24.318321,12.367176,1.006913,0.682411,0.706149,55.195523,68.269106,68.765979
-0.620972,0.229883,0.154102,-24.348855,19.734351,10.787786,1.031207,0.615811,0.401045,54.064438,71.853751,70.885014
-0.981079,0.051074,-0.030469,-12.682443,-16.422901,-9.977863,1.343429,0.425071,0.348572,31.482289,83.542865,42.016104
-0.849561,0.149878,-0.061401,-10.369466,4.228244,-0.284733,1.181755,0.336797,0.353069,52.587220,87.868775,75.273131
