-0.943457,0.196655,-0.005640,-4.561832,-0.684733,-0.541221,0.943519,0.197309,0.013155,5.674516,4.330611,1.490621
-0.941943,0.196948,0.028418,2.345802,0.077863,1.887786,0.942347,0.200509,0.045515,5.035608,7.654895,4.274706
-0.900098,0.149414,-0.001392,-10.895420,-16.992366,8.209160,0.901008,0.166376,0.048280,22.463663,18.682653,13.649141
-0.991626,0.257959,0.285547,-35.548855,-25.148855,39.301527,1.026740,0.329631,0.348270,45.532242,33.702861,43.476360
-0.829468,0.382520,0.165869,1.461832,33.000000,-17.724427,1.130311,0.433076,0.291807,22.908357,50.633986,48.598896
-0.911377,0.350049,0.320972,-22.722901,3.940458,-11.153435,1.248680,0.529187,0.372566,42.278353,66.334600,33.046845
-0.842090,0.484174,0.333203,9.929771,-14.795420,-2.464122,1.195207,0.728792,0.683441,41.019496,55.118821,48.697775
-0.916724,0.255054,0.326294,3.616794,11.645802,-6.614504,1.315933,0.368696,0.439713,43.112697,61.627894,36.592952
-0.894678,0.203735,0.087402,-10.401527,-3.031298,-6.692366,1.217058,0.341016,0.298620,47.035810,45.860551,51.114493
-0.651953,0.186133,0.286987,-6.344275,26.337405,-1.445802,1.080614,0.350125,0.504697,62.128858,99.738586,40.868391
-0.749536,0.247461,-0.003198,-3.252672,-3.078626,-7.268702,1.188484,0.319397,0.250610,27.783576,54.951389,75.963234
-0.677368,0.285962,0.207446,3.308397,-1.160305,4.698473,1.075913,0.391498,0.338587,41.580962,92.379149,31.838640
-0.756909,0.346094,0.282666,-0.982443,-2.512977,3.330534,1.155722,0.461646,0.501054,36.148398,46.127528,60.387969
-0.691479,0.289404,0.228101,-11.706107,6.873282,-5.790840,1.034741,0.348391,0.501376,57.449230,53.274152,24.948886
-0.874780,0.282910,0.109668,-4.803817,-13.088550,1.903817,1.275544,0.406737,0.310037,33.788709,66.098203,72.527440
-0.923096,0.234985,0.138330,19.035878,23.958015,14.271756,1.275360,0.374795,0.392717,27.543199,73.420460,47.432331
-0.900806,0.328076,0.308521,-16.725191,-12.153435,-24.419084,1.290450,0.462890,0.419336,38.236916,98.126450,35.601787
-0.936621,0.251343,0.038379,5.086260,8.074046,10.149618,1.262970,0.365514,0.186731,45.104403,59.454530,60.313467
-0.862866,0.318872,0.283423,-4.485496,1.595420,-3.851908,1.230589,0.422376,0.399099,35.066968,85.323627,30.219467
-0.932129,0.332886,0.244824,5.417557,-6.337405,-7.801527,1.246306,0.456157,0.529211,40.813567,50.781558,54.087846
-0.703223,0.208716,0.159009,-7.179389,11.648092,-6.942748,1.110880,0.274481,0.325034,49.623800,75.237816,27.658494
-0.765967,0.325220,0.179907,2.767939,-2.194656,-6.579389,1.147263,0.439017,0.405976,29.391991,43.123029,67.067623
